text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,Qdoba_created
Wow Gabe was wrong. There is not $3 burritos at chipotle...awkward,FALSE,8,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ComSepich,0,FALSE,FALSE,-89.58394429,40.66949761,
All i wanted was chipotle <ed><U+00A0><U+00BD><ed><U+00B8><U+0092>,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mariaa_Tovar,1,FALSE,FALSE,NA,NA,
Except for my bestfriend that brought me chipotle on my break.. I hate everybody else<ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Endi_b_styin,0,FALSE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TheAzayngers,10939,TRUE,FALSE,NA,NA,
I'm thinking Chipotle for dinner tonite,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Clear_Kash,0,FALSE,FALSE,NA,NA,
@Kay_duchek get some chipotle,FALSE,1,Kay_duchek,27-Apr-15,FALSE,5.92E+17,5.92E+17,2167111373,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Conor_Austin13,0,FALSE,FALSE,NA,NA,
Who wanna hit chipotle ?,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Its_Trez,0,FALSE,FALSE,NA,NA,
Cry and study or don't cry and eat chipotle,FALSE,1,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kenissacox,0,FALSE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TiKofman,10939,TRUE,FALSE,NA,NA,
RT @sassyhedgehogs: chipotle's new hedgehog burrito http://t.co/LdR1hsxEO9,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gsiizemore,1533,TRUE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",anatolia004,10939,TRUE,FALSE,NA,NA,
RT @TTLYTEALA: I want chipotle,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PBenedetti22,283,TRUE,FALSE,NA,NA,
S/o to the girl at chipotle that always hooks it up,FALSE,3,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ttttwan,0,FALSE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yoboiskate,10939,TRUE,FALSE,NA,NA,
RT @sassyhedgehogs: chipotle's new hedgehog burrito http://t.co/LdR1hsxEO9,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AshleyGluba,1533,TRUE,FALSE,NA,NA,
» Chipotle delivery #Chipotledelivery Chipotle Begins Food Delivery Service Through… http://t.co/YO4jnpP0sQ,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",0l1l2,0,FALSE,FALSE,NA,NA,
"My little brother said Chipotle is nasty, pray for him that he doesn't catch these hands",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",like_can_u_not,0,FALSE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",carolinajb_1994,10939,TRUE,FALSE,NA,NA,
that chipotle is weird,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",GRIERXSRSLY,0,FALSE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",grierpapaya,10939,TRUE,FALSE,NA,NA,
RT @MeninistTweet: when was the last time you showed up at my door with flowers and chipotle? #MeninistTweet,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",D4RlEN,1037,TRUE,FALSE,NA,NA,
Chipotle orrrrr canes!?,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NateTanner29,0,FALSE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sarah_AM99,10939,TRUE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",americasmg1,10939,TRUE,FALSE,NA,NA,
RT @sassyhedgehogs: chipotle's new hedgehog burrito http://t.co/LdR1hsxEO9,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AnnyBunnyyy,1533,TRUE,FALSE,NA,NA,
RT @MeninistTweet: when was the last time you showed up at my door with flowers and chipotle? #MeninistTweet,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MyLifeAsPabz,1037,TRUE,FALSE,NA,NA,
@majdalawad23 just leaving chipotle how's crap and tit,FALSE,0,majdalawad23,27-Apr-15,FALSE,5.92E+17,5.92E+17,1948594046,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",A5TR0NAUT,0,FALSE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",griergurll,10939,TRUE,FALSE,NA,NA,
i really really really really really really- want chipotle,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dopesidez,0,FALSE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_ElenySantos,10939,TRUE,FALSE,NA,NA,
Harrison's getting me chipotle so it's ok,FALSE,3,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",capenani,1,FALSE,FALSE,NA,NA,
"@hopeful_ yeah it's pretty bomb <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>
Get a burrito next time you go to chipotle tho",FALSE,0,hopeful_,27-Apr-15,FALSE,5.92E+17,5.92E+17,296668193,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",souza_tommymy,0,FALSE,FALSE,NA,NA,
RT @MeninistTweet: when was the last time you showed up at my door with flowers and chipotle? #MeninistTweet,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Amar_S_Anand,1037,TRUE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",astridmahone74,10939,TRUE,FALSE,NA,NA,
"If you really <U+2764><U+FE0F> me, you would get me chipotle!!!",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2MuchTiara,0,FALSE,FALSE,NA,NA,
RT @_rileyodell: chipotle is beautiful,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",zelayakaren,3,TRUE,FALSE,NA,NA,
Chipotle looks <ed><U+00A0><U+00BD><ed><U+00B8><U+00B7><ed><U+00A0><U+00BD><ed><U+00B8><U+00B7> tbh,FALSE,1,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ale_Pulido1,0,FALSE,FALSE,NA,NA,
"I want chipotle for my grad party, my parents are trying to tell me that qudoba would be better because it tastes better, if only they knew",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jtuck04,0,FALSE,FALSE,NA,NA,
"RT @UberFacts: Steve Ells, founder of Chipotle, earns about 72 times more money than President Obama in a year.",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",el__jimo,903,TRUE,FALSE,NA,NA,
RT @lemmuHGianna: Probably the only person who doesn't like nasty ass disgusting ass weird ass chipotle,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",richdickkk,3,TRUE,FALSE,NA,NA,
RT @MeninistTweet: when was the last time you showed up at my door with flowers and chipotle? #MeninistTweet,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tstrunk9,1037,TRUE,FALSE,NA,NA,
My grandpa just spent 15 min telling me how much he enjoys booty bowls from chipotle...,FALSE,8,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",atherinearlton,0,FALSE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",michaxlclxffxrd,10939,TRUE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ali_Layyy,10939,TRUE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",mckmendes,10939,TRUE,FALSE,NA,NA,
Maybe I might remind him cause I want chipotle,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Bad_lil_boosh_,0,FALSE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_seddxo,10939,TRUE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mendesgallas,10939,TRUE,FALSE,NA,NA,
when you find out chipotle delivers http://t.co/6QhXoyfegI,FALSE,7,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_emilyylovee1,1,FALSE,FALSE,NA,NA,
RT @MeninistTweet: when was the last time you showed up at my door with flowers and chipotle? #MeninistTweet,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Laraujo23,1037,TRUE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",proudallasx,10939,TRUE,FALSE,NA,NA,
hot guy at chipotle,FALSE,2,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gigii_05,0,FALSE,FALSE,NA,NA,
RT @sassyhedgehogs: chipotle's new hedgehog burrito http://t.co/LdR1hsxEO9,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",fatyyn_amalyna,1533,TRUE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AussieWilk,10939,TRUE,FALSE,NA,NA,
@Zachpiona chipotle delivers now right,FALSE,0,Zachpiona,27-Apr-15,FALSE,5.92E+17,5.92E+17,448188052,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",junkiehaz,0,FALSE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",marieflower10,10939,TRUE,FALSE,NA,NA,
I wanna order chipotle when u get home,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",trippedoutwilk,0,FALSE,FALSE,NA,NA,
RT @young_auddy: I want chipotle or subway,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kennedieroque,3,TRUE,FALSE,NA,NA,
I love ordering chipotle online,FALSE,1,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hailsbruh_,0,FALSE,FALSE,NA,NA,
RT @BodeWilde27: Chipotle Chicago started a delivery service<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jgruden17,3,TRUE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rainbowmonkey34,10939,TRUE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JacksonJoelise,10939,TRUE,FALSE,NA,NA,
Prolly chipotle though,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",j_cervantes0,0,FALSE,FALSE,-101.9541036,33.52834996,
Why do you guys really love chipotle does that tasted real good? https://t.co/gtZy55gbLz,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",AYAmazing_,0,FALSE,FALSE,NA,NA,
RT @justindrewhyfr: Chipotle got me ready to burst <ed><U+00A0><U+00BD><ed><U+00B2><U+00A8>,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SBLChris,1,TRUE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",thottyyCaniff,10939,TRUE,FALSE,NA,NA,
Lmaaaooo RT @DahMoeNeek: Don't go to Chipotle &amp; Chili's on the same day. Don't fucking do it.,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",AKidNamedCC,0,FALSE,FALSE,NA,NA,
@TmarTn @ChipotleTweets I got chipotle too,FALSE,0,TmarTn,27-Apr-15,FALSE,5.92E+17,5.92E+17,141021153,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Aaryan_One,0,FALSE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lee_hhhhaaa,10939,TRUE,FALSE,NA,NA,
The game just changed. Chipotle now delivers.,FALSE,4,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Micheli_Lynn,0,FALSE,FALSE,NA,NA,
"RT @Zachpiona: Feeling so adventurous today

Just switched up my chipotle order",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SebGVEVO,457,TRUE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ineedcammm,10939,TRUE,FALSE,NA,NA,
Just ate a chipotle burrito in under 4 minutes <ed><U+00A0><U+00BD><ed><U+00B8><U+00A5>,FALSE,7,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",austin_hutch34,0,FALSE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",KnoxKnoxkatie,10939,TRUE,FALSE,NA,NA,
"Saw family, brought Dexter out to meet them, changed my bikes tire and had chipotle with dad. Great day <U+263A><U+FE0F> #blessed",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CauseImShaffer,0,FALSE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Jennarenee333,10939,TRUE,FALSE,NA,NA,
RT @Jazzer_23: Chipotle now delivers<ed><U+00A0><U+00BD><ed><U+00B8><U+00BB><ed><U+00A0><U+00BD><ed><U+00B8><U+00BB>,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jasmine_bracero,2,TRUE,FALSE,NA,NA,
RT @MeninistTweet: when was the last time you showed up at my door with flowers and chipotle? #MeninistTweet,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Kennethkaniff_,1037,TRUE,FALSE,NA,NA,
RT @sassyhedgehogs: chipotle's new hedgehog burrito http://t.co/LdR1hsxEO9,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",UhWuut,1533,TRUE,FALSE,NA,NA,
I ate all my chipotle and chips and guac. I'm so sad that I didn't have the willpower for leftovers.,FALSE,1,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Corinnaabobina,0,FALSE,FALSE,NA,NA,
I heard chipotle delivers now. Hmmmm lol,FALSE,1,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",drearosaleess,0,FALSE,FALSE,NA,NA,
RT @sassyhedgehogs: chipotle's new hedgehog burrito http://t.co/LdR1hsxEO9,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",matthewmartin36,1533,TRUE,FALSE,NA,NA,
RT @MeninistTweet: when was the last time you showed up at my door with flowers and chipotle? #MeninistTweet,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ShiftLyfe,1037,TRUE,FALSE,NA,NA,
RT @MeninistTweet: when was the last time you showed up at my door with flowers and chipotle? #MeninistTweet,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gredvaro,1037,TRUE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gabi_sanchez777,10939,TRUE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sippingcampayne,10939,TRUE,FALSE,NA,NA,
Going to Chipotle lookin like I robbed a GoodWill... Again :-),FALSE,2,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",anna_familo0o0o,0,FALSE,FALSE,NA,NA,
I want chipotle <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",inleeanawetrust,0,FALSE,FALSE,NA,NA,
RT @Woody_678: I'd be fine with an endless supply of Chipotle and cookies,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RonniNikol,2,TRUE,FALSE,NA,NA,
I need chipotle so bad rn!,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Young_jamesbond,0,FALSE,FALSE,NA,NA,
Chipotle is overrated,FALSE,1,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cindynguyen__17,0,FALSE,FALSE,NA,NA,
"RT @UberFacts: Steve Ells, founder of Chipotle, earns about 72 times more money than President Obama in a year.",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",StapletonZach,903,TRUE,FALSE,NA,NA,
Never get between a man and his chipotle http://t.co/npYDQXLbeq,FALSE,1,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SharleneHuynh,0,FALSE,FALSE,-117.7782473,33.6548706,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tipeytoegrier,10939,TRUE,FALSE,NA,NA,
Its annoying how many people keep asking if Chipotle delivers now,FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",uhhhhhh___,0,FALSE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Emilymartin_07,10939,TRUE,FALSE,NA,NA,
"RT @Nashgrier: Chipotle is now delivering... 
Looks like I'm not getting out of the house",FALSE,0,NA,27-Apr-15,FALSE,NA,5.92E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",annnnalii,10939,TRUE,FALSE,NA,NA,
